sid,time,lat,lon,dlat,dlon,file
2006271N18089,2006-09-28 06:00:00,18.0,88.5,0.3999999999999986,-0.5999999999999943,2006271N18089_2006092806.npy
2006271N18089,2006-09-28 12:00:00,18.4,87.9,0.10000000000000142,-0.7000000000000028,2006271N18089_2006092812.npy
2006271N18089,2006-09-28 18:00:00,18.5,87.2,0.3999999999999986,-0.9000000000000057,2006271N18089_2006092818.npy
2006271N18089,2006-09-29 00:00:00,18.9,86.3,0.10000000000000142,-0.7999999999999972,2006271N18089_2006092900.npy
2006271N18089,2006-09-29 06:00:00,19.0,85.5,0.10000000000000142,-1.0,2006271N18089_2006092906.npy
2006271N18089,2006-09-29 12:00:00,19.1,84.5,0.09999999999999787,-0.5,2006271N18089_2006092912.npy
2006300N07078,2006-10-27 06:00:00,7.4,78.1,1.1999999999999993,0.30000000000001137,2006300N07078_2006102706.npy
2006300N07078,2006-10-27 12:00:00,8.6,78.4,0.9000000000000004,0.6999999999999886,2006300N07078_2006102712.npy
2006300N07078,2006-10-27 18:00:00,9.5,79.1,0.8000000000000007,0.6000000000000085,2006300N07078_2006102718.npy
2006300N07078,2006-10-28 00:00:00,10.3,79.7,0.8999999999999986,0.20000000000000284,2006300N07078_2006102800.npy
2006300N07078,2006-10-28 06:00:00,11.2,79.9,1.0,0.29999999999999716,2006300N07078_2006102806.npy
2006300N07078,2006-10-28 12:00:00,12.2,80.2,0.9000000000000004,0.20000000000000284,2006300N07078_2006102812.npy
2006300N07078,2006-10-28 18:00:00,13.1,80.4,1.0999999999999996,0.09999999999999432,2006300N07078_2006102818.npy
2006300N07078,2006-10-29 00:00:00,14.2,80.5,0.5,0.0,2006300N07078_2006102900.npy
2006300N07078,2006-10-29 06:00:00,14.7,80.5,0.40000000000000036,0.0,2006300N07078_2006102906.npy
2006300N07078,2006-10-29 12:00:00,15.1,80.5,0.40000000000000036,0.0,2006300N07078_2006102912.npy
2006300N07078,2006-10-29 18:00:00,15.5,80.5,0.09999999999999964,-0.09999999999999432,2006300N07078_2006102918.npy
2006300N07078,2006-10-30 00:00:00,15.6,80.4,0.20000000000000107,-0.20000000000000284,2006300N07078_2006103000.npy
2006329N06150,2006-12-07 06:00:00,10.7,94.5,0.0,-1.0999999999999943,2006329N06150_2006120706.npy
2006329N06150,2006-12-07 12:00:00,10.7,93.4,0.0,-1.2000000000000028,2006329N06150_2006120712.npy
2006329N06150,2006-12-07 18:00:00,10.7,92.2,0.0,-1.0,2006329N06150_2006120718.npy
2006329N06150,2006-12-08 00:00:00,10.7,91.2,0.10000000000000142,-1.4000000000000057,2006329N06150_2006120800.npy
2006329N06150,2006-12-08 06:00:00,10.8,89.8,0.09999999999999964,-1.0999999999999943,2006329N06150_2006120806.npy
2006329N06150,2006-12-08 12:00:00,10.9,88.7,0.1999999999999993,-1.4000000000000057,2006329N06150_2006120812.npy
2006329N06150,2006-12-08 18:00:00,11.1,87.3,0.09999999999999964,-1.2999999999999972,2006329N06150_2006120818.npy
2006329N06150,2006-12-09 00:00:00,11.2,86.0,0.20000000000000107,-1.5,2006329N06150_2006120900.npy
2006329N06150,2006-12-09 06:00:00,11.4,84.5,0.09999999999999964,-1.2000000000000028,2006329N06150_2006120906.npy
2007172N15088,2007-06-20 18:00:00,14.5,88.4,0.9000000000000004,-1.3000000000000114,2007172N15088_2007062018.npy
2007172N15088,2007-06-21 00:00:00,15.4,87.1,0.29999999999999893,-1.7999999999999972,2007172N15088_2007062100.npy
2007172N15088,2007-06-21 06:00:00,15.7,85.3,0.20000000000000107,-1.2000000000000028,2007172N15088_2007062106.npy
2007172N15088,2007-06-21 12:00:00,15.9,84.1,-0.09999999999999964,-1.1999999999999886,2007172N15088_2007062112.npy
2007172N15088,2007-06-21 18:00:00,15.8,82.9,-0.10000000000000142,-1.2000000000000028,2007172N15088_2007062118.npy
2007172N15088,2007-06-22 00:00:00,15.7,81.7,-0.3999999999999986,-1.5,2007172N15088_2007062200.npy
2007172N15088,2007-06-22 06:00:00,15.3,80.2,1.0,-1.2000000000000028,2007172N15088_2007062206.npy
2007172N15088,2007-06-22 12:00:00,16.3,79.0,0.6999999999999993,-0.9000000000000057,2007172N15088_2007062212.npy
2007172N15088,2007-06-22 18:00:00,17.0,78.1,1.0,-0.5999999999999943,2007172N15088_2007062218.npy
2007172N15088,2007-06-23 00:00:00,18.0,77.5,1.3000000000000007,-0.9000000000000057,2007172N15088_2007062300.npy
2007172N15088,2007-06-23 06:00:00,19.3,76.6,0.8000000000000007,-1.1999999999999886,2007172N15088_2007062306.npy
2007172N15088,2007-06-23 12:00:00,20.1,75.4,0.6999999999999993,-1.2000000000000028,2007172N15088_2007062312.npy
2007172N15088,2007-06-23 18:00:00,20.8,74.2,0.5,-1.2999999999999972,2007172N15088_2007062318.npy
2007172N15088,2007-06-24 00:00:00,21.3,72.9,0.1999999999999993,-1.3000000000000114,2007172N15088_2007062400.npy
2007172N15088,2007-06-24 06:00:00,21.5,71.6,0.3999999999999986,-1.1999999999999886,2007172N15088_2007062406.npy
2007172N15088,2007-06-24 12:00:00,21.9,70.4,0.20000000000000284,-1.2000000000000028,2007172N15088_2007062412.npy
2007172N15088,2007-06-24 18:00:00,22.1,69.2,0.1999999999999993,-1.2000000000000028,2007172N15088_2007062418.npy
2007172N15088,2007-06-25 00:00:00,22.3,68.0,0.8000000000000007,-0.5999999999999943,2007172N15088_2007062500.npy
2007172N15088,2007-06-25 06:00:00,23.1,67.4,0.5,-0.8000000000000114,2007172N15088_2007062506.npy
2007172N15088,2007-06-25 12:00:00,23.6,66.6,0.3999999999999986,-0.5999999999999943,2007172N15088_2007062512.npy
2007178N18089,2007-06-27 00:00:00,18.1,89.3,-0.5,-0.5999999999999943,2007178N18089_2007062700.npy
2007178N18089,2007-06-27 06:00:00,17.6,88.7,-0.40000000000000213,-0.7000000000000028,2007178N18089_2007062706.npy
2007178N18089,2007-06-27 12:00:00,17.2,88.0,-0.1999999999999993,-0.5,2007178N18089_2007062712.npy
2007178N18089,2007-06-27 18:00:00,17.0,87.5,0.10000000000000142,-0.5999999999999943,2007178N18089_2007062718.npy
2007178N18089,2007-06-28 00:00:00,17.1,86.9,0.5,-0.30000000000001137,2007178N18089_2007062800.npy
2007178N18089,2007-06-28 06:00:00,17.6,86.6,0.6999999999999993,-0.19999999999998863,2007178N18089_2007062806.npy
2007178N18089,2007-06-28 12:00:00,18.3,86.4,0.6999999999999993,-0.20000000000000284,2007178N18089_2007062812.npy
2007178N18089,2007-06-28 18:00:00,19.0,86.2,0.6999999999999993,-0.6000000000000085,2007178N18089_2007062818.npy
2007178N18089,2007-06-29 00:00:00,19.7,85.6,0.6999999999999993,-0.8999999999999915,2007178N18089_2007062900.npy
2007178N18089,2007-06-29 06:00:00,20.4,84.7,0.8000000000000007,-1.0,2007178N18089_2007062906.npy
2007178N18089,2007-06-29 12:00:00,21.2,83.7,0.6000000000000014,-1.2000000000000028,2007178N18089_2007062912.npy
2007178N18089,2007-06-29 18:00:00,21.8,82.5,0.5999999999999979,-1.0,2007178N18089_2007062918.npy
2007300N11068,2007-10-27 06:00:00,11.2,68.2,0.0,-0.5,2007300N11068_2007102706.npy
2007300N11068,2007-10-27 12:00:00,11.2,67.7,0.0,-0.5,2007300N11068_2007102712.npy
2007300N11068,2007-10-27 18:00:00,11.2,67.2,0.10000000000000142,-0.4000000000000057,2007300N11068_2007102718.npy
2007300N11068,2007-10-28 00:00:00,11.3,66.8,0.09999999999999964,-0.20000000000000284,2007300N11068_2007102800.npy
2007300N11068,2007-10-28 06:00:00,11.4,66.6,0.09999999999999964,-0.09999999999999432,2007300N11068_2007102806.npy
2007300N11068,2007-10-28 12:00:00,11.5,66.5,-0.1999999999999993,-0.20000000000000284,2007300N11068_2007102812.npy
2007300N11068,2007-10-28 18:00:00,11.3,66.3,-0.20000000000000107,0.20000000000000284,2007300N11068_2007102818.npy
2007300N11068,2007-10-29 00:00:00,11.1,66.5,0.0,0.29999999999999716,2007300N11068_2007102900.npy
2007300N11068,2007-10-29 06:00:00,11.1,66.8,0.09999999999999964,-0.09999999999999432,2007300N11068_2007102906.npy
2007300N11068,2007-10-29 12:00:00,11.2,66.7,0.10000000000000142,-0.20000000000000284,2007300N11068_2007102912.npy
2007300N11068,2007-10-29 18:00:00,11.3,66.5,-0.10000000000000142,-0.29999999999999716,2007300N11068_2007102918.npy
2007314N10093,2007-11-10 06:00:00,9.6,93.2,0.09999999999999964,-0.20000000000000284,2007314N10093_2007111006.npy
2007314N10093,2007-11-10 12:00:00,9.7,93.0,0.10000000000000142,-0.29999999999999716,2007314N10093_2007111012.npy
2007314N10093,2007-11-10 18:00:00,9.8,92.7,0.1999999999999993,-0.20000000000000284,2007314N10093_2007111018.npy
2007314N10093,2007-11-11 00:00:00,10.0,92.5,0.09999999999999964,-0.29999999999999716,2007314N10093_2007111100.npy
2007314N10093,2007-11-11 06:00:00,10.1,92.2,0.0,-0.29999999999999716,2007314N10093_2007111106.npy
2007314N10093,2007-11-11 12:00:00,10.1,91.9,0.3000000000000007,-0.4000000000000057,2007314N10093_2007111112.npy
2007314N10093,2007-11-11 18:00:00,10.4,91.5,0.09999999999999964,-0.29999999999999716,2007314N10093_2007111118.npy
2007314N10093,2007-11-12 00:00:00,10.5,91.2,0.40000000000000036,-0.7000000000000028,2007314N10093_2007111200.npy
2007314N10093,2007-11-12 06:00:00,10.9,90.5,0.40000000000000036,-0.4000000000000057,2007314N10093_2007111206.npy
2007314N10093,2007-11-12 12:00:00,11.3,90.1,0.29999999999999893,-0.09999999999999432,2007314N10093_2007111212.npy
2007314N10093,2007-11-12 18:00:00,11.6,90.0,0.40000000000000036,-0.29999999999999716,2007314N10093_2007111218.npy
2007314N10093,2007-11-13 00:00:00,12.0,89.7,0.3000000000000007,0.0,2007314N10093_2007111300.npy
2007314N10093,2007-11-13 06:00:00,12.3,89.7,0.6999999999999993,-0.10000000000000853,2007314N10093_2007111306.npy
2007314N10093,2007-11-13 12:00:00,13.0,89.6,0.5999999999999996,-0.09999999999999432,2007314N10093_2007111312.npy
2007314N10093,2007-11-13 18:00:00,13.6,89.5,0.8000000000000007,0.0,2007314N10093_2007111318.npy
2007314N10093,2007-11-14 00:00:00,14.4,89.5,0.5999999999999996,-0.09999999999999432,2007314N10093_2007111400.npy
2007314N10093,2007-11-14 06:00:00,15.0,89.4,0.9000000000000004,-0.30000000000001137,2007314N10093_2007111406.npy
2007314N10093,2007-11-14 12:00:00,15.9,89.1,0.7000000000000011,0.0,2007314N10093_2007111412.npy
2007314N10093,2007-11-14 18:00:00,16.6,89.1,1.0999999999999979,0.0,2007314N10093_2007111418.npy
2007314N10093,2007-11-15 00:00:00,17.7,89.1,1.6999999999999993,0.0,2007314N10093_2007111500.npy
2007314N10093,2007-11-15 06:00:00,19.4,89.1,1.6000000000000014,0.10000000000000853,2007314N10093_2007111506.npy
2007314N10093,2007-11-15 12:00:00,21.0,89.2,1.5,1.2000000000000028,2007314N10093_2007111512.npy
2008157N16066,2008-06-05 00:00:00,15.5,66.0,1.0,-0.5,2008157N16066_2008060500.npy
2008157N16066,2008-06-05 06:00:00,16.5,65.5,1.5,-1.0,2008157N16066_2008060506.npy
2008157N16066,2008-06-05 12:00:00,18.0,64.5,1.0,-0.5,2008157N16066_2008060512.npy
2008157N16066,2008-06-05 18:00:00,19.0,64.0,0.5,-1.0,2008157N16066_2008060518.npy
2008157N16066,2008-06-06 00:00:00,19.5,63.0,0.5,-1.0,2008157N16066_2008060600.npy
2008157N16066,2008-06-06 06:00:00,20.0,62.0,0.0,-0.5,2008157N16066_2008060606.npy
2008168N22090,2008-06-16 06:00:00,21.4,89.7,0.6000000000000014,-0.20000000000000284,2008168N22090_2008061606.npy
2008168N22090,2008-06-16 12:00:00,22.0,89.5,0.6999999999999993,-0.29999999999999716,2008168N22090_2008061612.npy
2008168N22090,2008-06-16 18:00:00,22.7,89.2,0.3000000000000007,-0.4000000000000057,2008168N22090_2008061618.npy
2008168N22090,2008-06-17 00:00:00,23.0,88.8,0.0,-0.5999999999999943,2008168N22090_2008061700.npy
2008168N22090,2008-06-17 06:00:00,23.0,88.2,0.0,-0.20000000000000284,2008168N22090_2008061706.npy
2008168N22090,2008-06-17 12:00:00,23.0,88.0,0.1999999999999993,-0.20000000000000284,2008168N22090_2008061712.npy
2008223N20086,2008-08-09 12:00:00,20.0,86.0,0.6000000000000014,-0.20000000000000284,2008223N20086_2008080912.npy
2008223N20086,2008-08-09 18:00:00,20.6,85.8,0.5999999999999979,-0.20000000000000284,2008223N20086_2008080918.npy
2008259N20089,2008-09-15 06:00:00,19.7,88.8,-0.09999999999999787,-0.29999999999999716,2008259N20089_2008091506.npy
2008259N20089,2008-09-15 12:00:00,19.6,88.5,0.09999999999999787,-0.4000000000000057,2008259N20089_2008091512.npy
2008259N20089,2008-09-15 18:00:00,19.7,88.1,0.10000000000000142,-0.19999999999998863,2008259N20089_2008091518.npy
2008259N20089,2008-09-16 00:00:00,19.8,87.9,0.5999999999999979,-0.5,2008259N20089_2008091600.npy
2008259N20089,2008-09-16 06:00:00,20.4,87.4,0.40000000000000213,-0.20000000000000284,2008259N20089_2008091606.npy
2008259N20089,2008-09-16 12:00:00,20.8,87.2,0.3000000000000007,-0.6000000000000085,2008259N20089_2008091612.npy
2008259N20089,2008-09-16 18:00:00,21.1,86.6,0.0,-0.5,2008259N20089_2008091618.npy
2008259N20089,2008-09-17 00:00:00,21.1,86.1,0.5999999999999979,-0.8999999999999915,2008259N20089_2008091700.npy
2008259N20089,2008-09-17 06:00:00,21.7,85.2,0.3000000000000007,-0.6000000000000085,2008259N20089_2008091706.npy
2008259N20089,2008-09-17 12:00:00,22.0,84.6,0.0,-0.6999999999999886,2008259N20089_2008091712.npy
2008259N20089,2008-09-17 18:00:00,22.0,83.9,0.1999999999999993,-0.8000000000000114,2008259N20089_2008091718.npy
2008259N20089,2008-09-18 00:00:00,22.2,83.1,0.40000000000000213,-0.6999999999999886,2008259N20089_2008091800.npy
2008259N20089,2008-09-18 06:00:00,22.6,82.4,0.3999999999999986,-0.4000000000000057,2008259N20089_2008091806.npy
2008259N20089,2008-09-18 12:00:00,23.0,82.0,0.1999999999999993,-0.4000000000000057,2008259N20089_2008091812.npy
2008293N09060,2008-10-19 12:00:00,9.0,59.5,0.3000000000000007,-0.8999999999999986,2008293N09060_2008101912.npy
2008293N09060,2008-10-19 18:00:00,9.3,58.6,0.5,-0.8999999999999986,2008293N09060_2008101918.npy
2008293N09060,2008-10-20 00:00:00,9.8,57.7,0.1999999999999993,-0.8000000000000043,2008293N09060_2008102000.npy
2008293N09060,2008-10-20 06:00:00,10.0,56.9,0.09999999999999964,-0.6999999999999957,2008293N09060_2008102006.npy
2008293N09060,2008-10-20 12:00:00,10.1,56.2,0.20000000000000107,-0.7000000000000028,2008293N09060_2008102012.npy
2008293N09060,2008-10-20 18:00:00,10.3,55.5,0.1999999999999993,-0.7000000000000028,2008293N09060_2008102018.npy
2008293N09060,2008-10-21 00:00:00,10.5,54.8,0.3000000000000007,-0.5,2008293N09060_2008102100.npy
2008293N09060,2008-10-21 06:00:00,10.8,54.3,0.5999999999999996,-0.09999999999999432,2008293N09060_2008102106.npy
2008293N09060,2008-10-21 12:00:00,11.4,54.2,0.9000000000000004,-0.30000000000000426,2008293N09060_2008102112.npy
2008293N09060,2008-10-21 18:00:00,12.3,53.9,0.6999999999999993,-0.6000000000000014,2008293N09060_2008102118.npy
2008293N09060,2008-10-22 00:00:00,13.0,53.3,0.40000000000000036,-0.3999999999999986,2008293N09060_2008102200.npy
2008293N09060,2008-10-22 06:00:00,13.4,52.9,0.29999999999999893,-0.29999999999999716,2008293N09060_2008102206.npy
2008293N09060,2008-10-22 12:00:00,13.7,52.6,0.0,-0.6000000000000014,2008293N09060_2008102212.npy
2008293N09060,2008-10-22 18:00:00,13.7,52.0,0.0,-0.6000000000000014,2008293N09060_2008102218.npy
2008293N09060,2008-10-23 00:00:00,13.7,51.4,0.10000000000000142,-0.6000000000000014,2008293N09060_2008102300.npy
2008293N09060,2008-10-23 06:00:00,13.8,50.8,0.29999999999999893,-0.5999999999999943,2008293N09060_2008102306.npy
2008298N16085,2008-10-24 06:00:00,16.0,85.0,0.0,0.5,2008298N16085_2008102406.npy
2008298N16085,2008-10-24 12:00:00,16.0,85.5,0.10000000000000142,0.5,2008298N16085_2008102412.npy
2008298N16085,2008-10-24 18:00:00,16.1,86.0,0.29999999999999716,0.5,2008298N16085_2008102418.npy
2008298N16085,2008-10-25 00:00:00,16.4,86.5,0.3000000000000007,0.5,2008298N16085_2008102500.npy
2008298N16085,2008-10-25 06:00:00,16.7,87.0,0.6999999999999993,0.29999999999999716,2008298N16085_2008102506.npy
2008298N16085,2008-10-25 12:00:00,17.4,87.3,0.5,0.10000000000000853,2008298N16085_2008102512.npy
2008298N16085,2008-10-25 18:00:00,17.9,87.4,0.20000000000000284,0.19999999999998863,2008298N16085_2008102518.npy
2008298N16085,2008-10-26 00:00:00,18.1,87.6,0.5,0.4000000000000057,2008298N16085_2008102600.npy
2008298N16085,2008-10-26 06:00:00,18.6,88.0,1.0999999999999979,0.4000000000000057,2008298N16085_2008102606.npy
2008298N16085,2008-10-26 12:00:00,19.7,88.4,1.3000000000000007,0.8999999999999915,2008298N16085_2008102612.npy
2008298N16085,2008-10-26 18:00:00,21.0,89.3,2.0,0.9000000000000057,2008298N16085_2008102618.npy
2008317N11089,2008-11-11 18:00:00,10.5,89.0,0.40000000000000036,0.20000000000000284,2008317N11089_2008111118.npy
2008317N11089,2008-11-12 00:00:00,10.9,89.2,0.5,-0.6000000000000085,2008317N11089_2008111200.npy
2008317N11089,2008-11-12 06:00:00,11.4,88.6,0.09999999999999964,-0.7999999999999972,2008317N11089_2008111206.npy
2008317N11089,2008-11-12 12:00:00,11.5,87.8,0.09999999999999964,-0.8999999999999915,2008317N11089_2008111212.npy
2008317N11089,2008-11-12 18:00:00,11.6,86.9,0.0,-0.9000000000000057,2008317N11089_2008111218.npy
2008317N11089,2008-11-13 00:00:00,11.6,86.0,0.09999999999999964,-0.4000000000000057,2008317N11089_2008111300.npy
